pvc_lemmas,file_path,row,is_phrasal,annotator_agreement_percentage,sents,aligned_idxs,verbs_fixed,sent_string,verb_string
"['get', 'on', 'with']",C/CD/CD6.xml,1128,true,1.0,"['You', 'only', 'live', 'with', 'people', 'you', 'get', 'on', 'with', ',', 'grins', 'Normski', '.']","[6, 7, 8]","['get', 'on', 'with']","You only live with people you get on with , grins Normski .",get on with
"['make', 'for']",B/B0/B0P.xml,1219,true,1.0,"['Knowing', 'that', 'the', 'carp', 'will', 'not', 'have', 'as', 'much', 'energy', 'as', 'when', 'I', 'first', 'hooked', 'it', ',', 'I', 'pile', 'on', 'the', 'pressure', 'in', 'no', 'uncertain', 'terms', ',', 'and', 'the', 'fish', 'swings', 'round', 'and', 'immediately', 'makes', 'for', 'the', 'same', 'lily', 'bed', 'it', 'took', 'refuge', 'in', 'previously', '.']","[34, 35]","['makes', 'for']","Knowing that the carp will not have as much energy as when I first hooked it , I pile on the pressure in no uncertain terms , and the fish swings round and immediately makes for the same lily bed it took refuge in previously .",makes for
"['get', 'on']",K/KR/KRT.xml,2510,true,0.6537,"['Yes', ',', 'well', ',', 'er', 'at', 'the', 'moment', 'I', 'mean', ',', 'it', ""'s"", 'cost', 'me', 'er', 'personally', 'er', 'getting', 'on', 'two', 'thousand', 'pounds', ',', 'er', 'I', 'do', ""n't"", ',', 'do', ""n't"", 'know', 'how', 'much', 'Chris', 'has', 'spent', '.']","[18, 19]","['getting', 'on']","Yes , well , er at the moment I mean , it 's cost me er personally er getting on two thousand pounds , er I do n't , do n't know how much Chris has spent .",getting on
"['get', 'over']",K/KB/KBG.xml,1718,false,0.6991,"['causing', 'bad', 'feeling', 'or', 'trying', 'to', 'upset', 'her', 'trade', ',', 'I', 'mean', 'we', 'know', 'she', ""'s"", 'rubbish', 'but', 'erm', 'I', ',', 'I', 'said', 'er', 'I', 'just', 'said', 'well', 'the', 'children', 'who', 'enjoy', 'it', 'enjoy', 'it', 'I', 'said', 'but', 'he', 'never', 'really', 'settled', 'and', 'er', 'we', 'felt', 'that', 'between', 'us', 'we', ""'d"", 'got', 'over', 'twenty', 'years', ""'"", 'experience', 'of', 'working', 'with', 'children', ',', 'we', 'reckoned', 'we', 'knew', 'a', 'little', 'bit', 'more', 'about', 'what', 'makes', 'children', 'tick', '.']","[51, 52]","['got', 'over']","causing bad feeling or trying to upset her trade , I mean we know she 's rubbish but erm I , I said er I just said well the children who enjoy it enjoy it I said but he never really settled and er we felt that between us we 'd got over twenty years ' experience of working with children , we reckoned we knew a little bit more about what makes children tick .",got over
"['give', 'in']",J/J6/J6V.xml,21,false,1.0,"['There', 'are', 'five', 'specific', 'reasons', 'for', 'not', 'calling', 'a', 'witness', 'given', 'in', 'namely', ',', 'that', 'the', 'witness', 'is', 'dead', 'or', 'beyond', 'the', 'seas', 'or', 'unfit', 'by', 'reason', 'of', 'bodily', 'or', 'mental', 'condition', 'to', 'attend', 'as', 'a', 'witness', 'or', 'that', ',', 'despite', 'the', 'exercise', 'of', 'reasonable', 'diligence', ',', 'it', 'has', 'not', 'been', 'possible', 'to', 'identify', 'or', 'find', 'him', 'or', 'that', 'he', 'can', 'not', 'reasonably', 'be', 'expected', 'to', 'have', 'any', 'recollection', 'of', 'matters', 'relevant', 'to', 'the', 'accuracy', 'or', 'otherwise', 'of', 'the', 'statement', '.']","[10, 11]","['given', 'in']","There are five specific reasons for not calling a witness given in namely , that the witness is dead or beyond the seas or unfit by reason of bodily or mental condition to attend as a witness or that , despite the exercise of reasonable diligence , it has not been possible to identify or find him or that he can not reasonably be expected to have any recollection of matters relevant to the accuracy or otherwise of the statement .",given in
"['have', 'on']",J/JX/JXV.xml,1445,false,1.0,"['He', 'had', 'been', 'nothing', 'other', 'than', 'polite', 'since', 'that', 'confrontation', 'they', 'had', 'had', 'on', 'the', 'deck', ',', 'maintaining', 'the', 'charade', 'of', 'their', 'relationship', 'with', 'apparent', 'ease', ',', 'yet', 'Fran', 'had', 'sensed', 'the', 'tension', 'behind', 'the', 'smiling', '.']","[12, 13]","['had', 'on']","He had been nothing other than polite since that confrontation they had had on the deck , maintaining the charade of their relationship with apparent ease , yet Fran had sensed the tension behind the smiling .",had on
"['get', 'at']",G/G0/G0L.xml,3005,true,1.0,"['What', ""'re"", 'you', 'getting', 'at', ',', 'Charlie', '?']","[3, 4]","['getting', 'at']","What 're you getting at , Charlie ?",getting at
"['make', 'out']",C/CK/CKB.xml,2386,true,1.0,"['Occasionally', 'he', 'talked', 'in', 'his', 'sleep', 'but', 'she', 'could', 'never', 'make', 'out', 'what', 'he', 'was', 'saying', '.']","[10, 11]","['make', 'out']",Occasionally he talked in his sleep but she could never make out what he was saying .,make out
"['get', 'out']",F/FP/FPM.xml,1947,true,0.6996,"['When', 'Ruth', ""'s"", 'hair', 'had', 'been', 'washed', ',', 'she', 'noticed', 'Gloria', 'getting', 'out', 'the', 'curling-tongs', 'and', 'stopped', 'her', '.']","[11, 12]","['getting', 'out']","When Ruth 's hair had been washed , she noticed Gloria getting out the curling-tongs and stopped her .",getting out
"['take', 'on']",G/G0/G03.xml,1759,true,1.0,"['The', 'agency', 'takes', 'on', 'any', 'kind', 'of', 'job', 'you', 'just', 'name', 'the', 'subject', 'and', 'give', 'us', 'some', 'indication', 'of', 'the', 'kind', 'of', 'thing', 'you', 'want', 'to', 'know', ',', 'and', 'then', 'we', 'go', 'out', 'and', 'get', 'it', 'for', 'you', '.']","[2, 3]","['takes', 'on']","The agency takes on any kind of job you just name the subject and give us some indication of the kind of thing you want to know , and then we go out and get it for you .",takes on
"['have', 'on']",B/B7/B7N.xml,1570,false,0.6693,"['What', 'he', 'really', 'wanted', 'to', 'do', ',', 'and', 'is', 'now', 'doing', ',', 'is', 'research', 'on', 'the', 'effect', 'that', 'the', 'shape', 'of', 'ordinary', 'furniture', 'has', 'on', 'the', 'way', 'people', 'respond', 'to', 'each', 'other', '.']","[23, 24]","['has', 'on']","What he really wanted to do , and is now doing , is research on the effect that the shape of ordinary furniture has on the way people respond to each other .",has on
"['get', 'on', 'with']",J/J1/J17.xml,2848,true,1.0,"['During', 'ii', 'I', 'am', 'usually', 'sitting', 'at', 'my', 'desk', ',', 'quietly', 'getting', 'on', 'with', 'things', '.']","[11, 12, 13]","['getting', 'on', 'with']","During ii I am usually sitting at my desk , quietly getting on with things .",getting on with
"['get', 'on', 'with']",K/KB/KB7.xml,10310,true,0.65,"['Yeah', 'got', 'on', 'with', 'it', '.']","[1, 2, 3]","['got', 'on', 'with']",Yeah got on with it .,got on with
"['make', 'out']",C/CR/CRC.xml,3744,false,1.0,"['Finding', 'things', 'to', 'make', 'out', 'of', 'unwanted', 'household', 'rubbish', 'will', 'always', 'be', 'technically', 'difficult', '.']","[3, 4]","['make', 'out']",Finding things to make out of unwanted household rubbish will always be technically difficult .,make out
"['make', 'for']",H/HS/HSF.xml,2204,false,0.6902,"['Eventually', ',', 'a', 'number', 'of', 'bids', 'were', 'made', 'for', 'Acustar', '.']","[7, 8]","['made', 'for']","Eventually , a number of bids were made for Acustar .",made for
"['make', 'for']",E/EA/EA1.xml,387,false,1.0,"['There', 'is', 'greater', 'awareness', 'of', 'the', 'problems', 'of', 'excessive', 'placental', 'transfusion', 'hyperbilirubinaemia', ',', 'polycythaemia', 'and', 'hypervolaemia', 'than', 'of', 'the', 'hazards', 'of', 'hypovolaemia', ',', 'but', 'claims', 'of', 'reduced', 'preterm', 'mortality', 'with', 'delayed', 'umbilical', 'cord', 'ligation', 'have', 'been', 'made', 'for', 'years', '.']","[36, 37]","['made', 'for']","There is greater awareness of the problems of excessive placental transfusion hyperbilirubinaemia , polycythaemia and hypervolaemia than of the hazards of hypovolaemia , but claims of reduced preterm mortality with delayed umbilical cord ligation have been made for years .",made for
"['have', 'on']",B/BN/BNF.xml,603,false,1.0,"['Close', 'association', 'with', 'a', 'member', 'of', 'the', 'other', 'sex', ',', 'as', 'in', 'marriage', ',', 'allows', 'a', 'wider', 'range', 'of', 'response', 'and', 'action', 'than', 'either', 'partner', 'could', 'have', 'on', 'their', 'own', '.']","[26, 27]","['have', 'on']","Close association with a member of the other sex , as in marriage , allows a wider range of response and action than either partner could have on their own .",have on
"['make', 'out']",F/FD/FD3.xml,378,true,1.0,"['If', 'undue', 'influence', 'in', 'the', 'full', 'sense', 'is', 'not', 'made', 'out', 'but', 'the', 'element', 'of', 'pressure', ',', 'surprise', ',', 'misrepresentation', 'or', 'some', 'or', 'one', 'of', 'them', 'combine', 'with', 'or', 'cause', 'a', 'misunderstanding', 'or', 'failure', 'to', 'understand', 'the', 'documents', 'or', 'transaction', ',', 'the', 'final', 'question', 'must', 'be', 'whether', 'the', 'grounds', 'upon', 'which', 'the', 'creditor', 'believed', 'that', 'the', 'document', 'was', 'fairly', 'obtained', 'and', 'executed', 'by', 'a', 'woman', 'sufficiently', 'understanding', 'its', 'purport', 'and', 'effect', 'were', 'such', 'that', 'it', 'would', 'be', 'inequitable', 'to', 'fix', 'the', 'creditor', 'with', 'the', 'consequences', 'of', 'the', 'husband', ""'s"", 'improper', 'or', 'unfair', 'dealing', 'with', 'his', 'wife', '.']","[9, 10]","['made', 'out']","If undue influence in the full sense is not made out but the element of pressure , surprise , misrepresentation or some or one of them combine with or cause a misunderstanding or failure to understand the documents or transaction , the final question must be whether the grounds upon which the creditor believed that the document was fairly obtained and executed by a woman sufficiently understanding its purport and effect were such that it would be inequitable to fix the creditor with the consequences of the husband 's improper or unfair dealing with his wife .",made out
"['get', 'on']",K/K4/K4T.xml,9724,false,0.6509,"['He', 'was', 'desperate', 'to', 'get', 'on', 'the', 'telly', '.']","[4, 5]","['get', 'on']",He was desperate to get on the telly .,get on
"['get', 'out']",C/CD/CD6.xml,499,true,0.663,"['So', 'what', 'does', 'he', 'think', 'he', ""'ll"", 'get', 'out', 'of', 'it', '?']","[7, 8]","['get', 'out']",So what does he think he 'll get out of it ?,get out
"['get', 'off']",C/CB/CBX.xml,1496,true,1.0,"['Once', 'the', 'road', 'has', 'been', 'chosen', ',', 'change', 'management', 'comes', 'to', 'mean', 'knowing', 'how', 'to', 'get', 'off', 'the', 'existing', 'road', 'and', 'onto', 'the', 'new', 'one', '.']","[15, 16]","['get', 'off']","Once the road has been chosen , change management comes to mean knowing how to get off the existing road and onto the new one .",get off
"['get', 'out']",H/HJ/HJ3.xml,998,true,0.7524,"['The', 'loyalists', 'got', 'out', 'to', 'Jamaica', 'Street', 'and', 'launched', 'a', 'major', 'attack', '.']","[2, 3]","['got', 'out']",The loyalists got out to Jamaica Street and launched a major attack .,got out
"['get', 'off']",K/KC/KCL.xml,1429,true,0.3563,"['I', ""'d"", 'just', 'get', 'off', 'and', 'push', 'it', '.']","[3, 4]","['get', 'off']",I 'd just get off and push it .,get off
"['make', 'for']",H/HH/HHV.xml,4328,false,1.0,"['I', 'hope', 'that', 'sufficient', 'progress', 'can', 'be', 'made', 'for', 'the', 'Secretary-General', 'to', 'convene', 'an', 'international', 'meeting', 'soon', ',', 'as', 'endorsed', 'by', 'a', 'number', 'of', 'Security', 'Council', 'resolutions', '.']","[7, 8]","['made', 'for']","I hope that sufficient progress can be made for the Secretary-General to convene an international meeting soon , as endorsed by a number of Security Council resolutions .",made for
"['give', 'in']",H/HJ/HJ3.xml,991,false,1.0,"['The', 'house', 'in', 'Jamaica', 'Street', 'was', 'targeted', 'because', 'the', 'address', 'was', 'given', 'in', 'court', 'when', 'a', 'man', 'appeared', 'on', 'a', 'charge', 'connected', 'with', 'an', 'attack', 'on', 'two', 'loyalists', 'in', 'Berlin', 'Street', '.']","[11, 12]","['given', 'in']",The house in Jamaica Street was targeted because the address was given in court when a man appeared on a charge connected with an attack on two loyalists in Berlin Street .,given in
"['get', 'off']",G/G0/G09.xml,1146,true,0.6767,"['He', 'were', ""n't"", 'very', 'brisk', 'in', 'the', 'morning', ',', 'and', 'often', 'we', 'were', 'a', 'bit', 'late', 'getting', 'off', 'the', 'mark', 'ourselves', ';', 'but', 'he', 'did', ""n't"", 'mind', 'us', 'working', 'beyond', 'six', 'in', 'the', 'evening', 'we', 'did', ""n't"", 'get', 'paid', 'for', 'that', '!']","[16, 17]","['getting', 'off']","He were n't very brisk in the morning , and often we were a bit late getting off the mark ourselves ; but he did n't mind us working beyond six in the evening we did n't get paid for that !",getting off
"['make', 'out']",J/JY/JY9.xml,1513,true,1.0,"['The', 'air', 'was', 'so', 'full', 'of', 'flying', 'stones', ',', 'pieces', 'of', 'metal', ',', 'swirling', 'dust', ',', 'that', 'it', 'was', 'impossible', 'to', 'make', 'out', 'the', 'markings', 'on', 'the', 'car', 'which', 'had', 'ended', 'up', 'skewed', 'across', 'the', 'track', ',', 'but', 'it', 'looked', 'very', 'much', 'like', 'a', 'Dalgety', '.']","[21, 22]","['make', 'out']","The air was so full of flying stones , pieces of metal , swirling dust , that it was impossible to make out the markings on the car which had ended up skewed across the track , but it looked very much like a Dalgety .",make out
"['take', 'on']",F/FR/FR3.xml,2178,true,1.0,"['What', 'I', 'mean', 'is', ',', 'where', 'they', 'are', 'going', 'the', 'pecking', 'order', 'they', 'have', 'created', 'will', 'take', 'on', 'a', 'mortal', 'significance', ',', 'red', 'in', 'tooth', 'and', 'claw', '.']","[16, 17]","['take', 'on']","What I mean is , where they are going the pecking order they have created will take on a mortal significance , red in tooth and claw .",take on
"['get', 'at']",K/KC/KCN.xml,6991,true,1.0,"['Well', 'she', 'was', 'getting', 'at', 'Koo', 'Stark', '!']","[3, 4]","['getting', 'at']",Well she was getting at Koo Stark !,getting at
"['make', 'for']",G/GV/GVJ.xml,1422,true,0.6693,"['Large', 'leaps', 'make', 'for', 'a', 'very', 'jagged', 'contour', ',', 'and', 'the', 'total-chromatic', 'is', 'fairly', 'evenly', 'spread', ',', 'though', 'there', 'is', 'an', 'occasional', 'recurrence', 'of', 'small', 'note-groups', '.']","[2, 3]","['make', 'for']","Large leaps make for a very jagged contour , and the total-chromatic is fairly evenly spread , though there is an occasional recurrence of small note-groups .",make for
"['take', 'on']",C/CB/CB8.xml,2350,true,0.6805,"['Right', ':', 'Common', 'box', 'takes', 'on', 'grand', 'airs', 'with', 'a', 'little', 'elementary', 'topiary', ',', 'particularly', 'suited', 'to', 'town', 'gardens', '.']","[4, 5]","['takes', 'on']","Right : Common box takes on grand airs with a little elementary topiary , particularly suited to town gardens .",takes on
"['get', 'on']",K/KB/KBC.xml,1711,false,0.7111,"['do', 'will', 'he', 'get', 'on', 'a', 'single']","[3, 4]","['get', 'on']",do will he get on a single,get on
"['take', 'on']",F/FP/FPK.xml,2365,true,0.6767,"['She', 'was', 'horrified', ';', 'not', 'only', 'because', 'she', 'could', 'see', 'how', 'Beth', 'had', 'thoroughly', 'exhausted', 'herself', ',', 'but', 'because', 'she', 'had', 'been', 'taken', 'on', 'two', 'weeks', 'ago', 'by', 'Mr', 'Miller', ',', 'who', 'had', 'told', 'her', 'categorically', ',', 'I', 'do', ""n't"", 'want', 'Mrs', 'Miller', 'tackling', 'any', 'of', 'the', 'heavier', 'domestic', 'tasks', ',', 'you', 'understand', '?']","[22, 23]","['taken', 'on']","She was horrified ; not only because she could see how Beth had thoroughly exhausted herself , but because she had been taken on two weeks ago by Mr Miller , who had told her categorically , I do n't want Mrs Miller tackling any of the heavier domestic tasks , you understand ?",taken on
"['take', 'on']",K/K5/K51.xml,1348,true,1.0,"['THE', 'ups', 'and', 'downs', 'of', 'the', 'business', 'world', 'take', 'on', 'a', 'whole', 'new', 'meaning', 'for', 'successful', 'selfstarter', 'Jonny', 'Sims', '.']","[8, 9]","['take', 'on']",THE ups and downs of the business world take on a whole new meaning for successful selfstarter Jonny Sims .,take on
"['make', 'out']",H/HD/HD7.xml,15,true,1.0,"['Faintly', 'I', 'could', 'make', 'out', ',', 'because', 'I', 'knew', 'they', 'should', 'be', 'there', ',', 'the', 'sculpted', 'masks', 'of', 'Tragedy', 'and', 'Comedy', 'above', 'the', 'central', 'doorway', '.']","[3, 4]","['make', 'out']","Faintly I could make out , because I knew they should be there , the sculpted masks of Tragedy and Comedy above the central doorway .",make out
"['get', 'together']",C/CK/CK5.xml,3263,true,1.0,"['But', 'guitarist', 'Paul', 'Laventhol', 'explained', ',', 'prior', 'to', 'the', 'gig', ':', 'This', 'is', 'just', 'a', 'one-off', ',', 'because', 'we', 'had', 'so', 'many', 'people', 'wanting', 'us', 'to', 'get', 'together', 'for', 'a', 'show', '.']","[26, 27]","['get', 'together']","But guitarist Paul Laventhol explained , prior to the gig : This is just a one-off , because we had so many people wanting us to get together for a show .",get together
"['make', 'for']",C/CK/CKF.xml,130,true,1.0,"['He', ',', 'like', 'me', ',', 'loved', 'Scotland', ',', 'and', 'made', 'for', 'it', 'whenever', 'he', 'got', 'the', 'chance', '.']","[9, 10]","['made', 'for']","He , like me , loved Scotland , and made for it whenever he got the chance .",made for
"['get', 'about']",K/KS/KSV.xml,5113,false,0.7245,"['You', ""'ve"", 'got', 'about', 'five']","[2, 3]","['got', 'about']",You 've got about five,got about
"['get', 'together']",K/K5/K5H.xml,2448,true,1.0,"['It', 'also', 'urges', 'Government', 'departments', 'and', 'agencies', 'to', 'get', 'together', 'more', 'often', 'so', 'that', 'schemes', 'can', 'be', 'streamlined', 'and', 'integrated', '.']","[8, 9]","['get', 'together']",It also urges Government departments and agencies to get together more often so that schemes can be streamlined and integrated .,get together
"['get', 'over']",C/CH/CH7.xml,1386,true,1.0,"['The', 'Doctor', 'just', 'was', ""n't"", 'at', 'his', 'best', 'when', 'St', 'Jovite', 'murdered', 'him', 'in', 'Ireland', 'and', 'it', ""'s"", 'taken', 'him', 'a', 'while', 'to', 'get', 'over', 'that', '.']","[23, 24]","['get', 'over']",The Doctor just was n't at his best when St Jovite murdered him in Ireland and it 's taken him a while to get over that .,get over
"['make', 'for']",E/EB/EB9.xml,404,false,1.0,"['Looking', 'to', 'the', 'future', ',', 'preparations', 'have', 'been', 'made', 'for', 'the', 'International', 'TV', 'Week', 'which', 'will', 'be', 'held', 'in', 'Bolzano', ',', 'Italy', 'from', 'May', '.']","[8, 9]","['made', 'for']","Looking to the future , preparations have been made for the International TV Week which will be held in Bolzano , Italy from May .",made for
"['get', 'on']",K/KS/KSS.xml,2727,true,1.0,"['mm', ',', 'you', 'ca', ""n't"", 'get', 'on', ',', 'in', ',', 'a', 'bungalow', 'can', 'ya', '?']","[5, 6]","['get', 'on']","mm , you ca n't get on , in , a bungalow can ya ?",get on
"['get', 'on']",F/FM/FMG.xml,1721,true,1.0,"['Hiya', 'getting', 'on', '?']","[1, 2]","['getting', 'on']",Hiya getting on ?,getting on
"['give', 'in']",E/EU/EUW.xml,396,false,0.7245,"['A', 'fuller', 'discussion', 'of', 'these', 'issues', 'is', 'given', 'in', 'Aspects', 'of', 'Programming', 'for', 'Teaching', 'Unit', 'Design', 'and', 'Development', 'by', 'Colin', 'Wells', ',', 'to', 'be', 'published', 'by', 'the', 'Council', 'for', 'Educational', 'Technology', '.']","[7, 8]","['given', 'in']","A fuller discussion of these issues is given in Aspects of Programming for Teaching Unit Design and Development by Colin Wells , to be published by the Council for Educational Technology .",given in
"['get', 'on', 'with']",K/KB/KBF.xml,7629,true,1.0,"['He', 'said', 'you', ""'d"", 'ne', ',', 'I', 'used', 'to', 'say', 'to', 'you', 'get', 'on', 'with', 'your', 'work', 'he', 'said', 'and', 'you', ""'d"", 'have', 'a', 'pencil', 'in', 'your', 'mouth', 'he', 'said', 'and', 'you', ""'d"", 'be', 'gazing', 'out', 'the', 'window', '.']","[12, 13, 14]","['get', 'on', 'with']","He said you 'd ne , I used to say to you get on with your work he said and you 'd have a pencil in your mouth he said and you 'd be gazing out the window .",get on with
"['get', 'on']",C/C9/C98.xml,1154,true,1.0,"['They', ""'re"", 'getting', 'on', ""wi'"", 'it', ',', 'he', 'said', '.']","[2, 3]","['getting', 'on']","They 're getting on wi' it , he said .",getting on
"['do', 'up']",K/KD/KDN.xml,6484,false,0.7232,"['I', 'said', 'Paddy', 'what', 'were', 'you', 'doing', 'up', 'there', ',', 'he', 'was', 'at', 'The', 'Royal', ',', 'are', 'you', 'bad', 'then', 'Paddy', '?']","[6, 7]","['doing', 'up']","I said Paddy what were you doing up there , he was at The Royal , are you bad then Paddy ?",doing up
"['get', 'behind']",K/K1/K1J.xml,1704,false,1.0,"['This', 'video', 'has', 'been', 'put', 'together', 'by', 'Oxfordshire', 'ambulance', 'service', 'to', 'warn', 'young', 'drivers', 'of', 'the', 'dangers', 'of', 'getting', 'behind', 'the', 'wheel', '.']","[18, 19]","['getting', 'behind']",This video has been put together by Oxfordshire ambulance service to warn young drivers of the dangers of getting behind the wheel .,getting behind
"['take', 'on']",A/AN/AN8.xml,2036,true,1.0,"['The', 'applause', ',', 'scattered', 'at', 'first', ',', 'thickened', ',', 'took', 'on', 'a', 'note', 'of', 'real', 'enthusiasm', ',', 'and', 'tinny', 'music', 'could', 'be', 'heard', 'threading', 'through', 'it', ',', 'and', 'then', 'J.', 'J.', 'Gerrard', 'was', 'coming', 'through', 'the', 'wide', 'entrance', 'at', 'the', 'back', 'of', 'the', 'dais', ',', 'his', 'rather', 'fat', 'face', 'heavily', 'serious', 'over', 'his', 'pink', 'shirt', ',', 'walking', 'purposefully', 'to', 'the', 'chair', 'in', 'the', 'center', '.']","[9, 10]","['took', 'on']","The applause , scattered at first , thickened , took on a note of real enthusiasm , and tinny music could be heard threading through it , and then J. J. Gerrard was coming through the wide entrance at the back of the dais , his rather fat face heavily serious over his pink shirt , walking purposefully to the chair in the center .",took on
"['get', 'out']",F/FM/FM7.xml,1250,true,0.6466,"['That', ""'s"", 'what', 'I', 'said', ',', 'excellent', ',', 'that', ""'s"", 'a', 'crafty', 'way', 'of', 'getting', 'out', 'of', 'it', ',', 'good', '.']","[14, 15]","['getting', 'out']","That 's what I said , excellent , that 's a crafty way of getting out of it , good .",getting out
"['take', 'on']",H/H8/H8D.xml,1643,false,1.0,"['These', 'can', 'be', 'taken', 'on', 'a', 'full-', 'or', 'part-time', 'basis', ',', 'usually', 'in', 'FE', 'colleges', ',', 'but', 'also', 'in', 'some', 'schools', '.']","[3, 4]","['taken', 'on']","These can be taken on a full- or part-time basis , usually in FE colleges , but also in some schools .",taken on
"['take', 'on']",J/J1/J1G.xml,3495,false,0.7246,"['But', 'wider', ',', 'deeper', 'and', 'longer', 'considerations', 'had', 'to', 'be', 'taken', 'on', 'board', '.']","[10, 11]","['taken', 'on']","But wider , deeper and longer considerations had to be taken on board .",taken on
"['get', 'out']",J/JS/JSA.xml,710,false,0.6693,"['Well', 'there', ""'re"", 'not', 'normally', 'saying', 'will', 'you', 'get', 'out', 'the', 'way', 'before', 'I', 'throw', 'this', 'thing', 'or', 'I', ""'ll"", 'stab', 'you', 'with', 'it', '.']","[8, 9]","['get', 'out']",Well there 're not normally saying will you get out the way before I throw this thing or I 'll stab you with it .,get out
"['get', 'on']",F/FT/FT7.xml,340,false,0.6607,"['People', 'from', 'the', 'upper', 'classes', 'were', 'getting', 'on', 'the', 'move', ',', 'and', 'photography', 'often', 'went', 'along', 'for', 'the', 'ride', '.']","[6, 7]","['getting', 'on']","People from the upper classes were getting on the move , and photography often went along for the ride .",getting on
"['get', 'on', 'with']",K/KC/KCW.xml,3116,true,0.6742,"['Yeah', ',', 'get', 'on', 'with', 'it', '!']","[2, 3, 4]","['get', 'on', 'with']","Yeah , get on with it !",get on with
"['get', 'out']",C/CB/CBG.xml,4111,true,0.6696,"['But', 'it', ""'s"", 'nice', 'to', 'get', 'out', 'one', 'of', 'the', 'world', ""'s"", 'master', 'batsmen', '.']","[5, 6]","['get', 'out']",But it 's nice to get out one of the world 's master batsmen .,get out
"['take', 'on']",G/G1/G1F.xml,766,true,1.0,"['Our', 'pilot', 'study', 'suggested', 'that', 'coordinators', 'were', 'having', 'to', 'take', 'on', 'more', 'roles', 'than', 'they', 'could', 'cope', 'with', '.']","[9, 10]","['take', 'on']",Our pilot study suggested that coordinators were having to take on more roles than they could cope with .,take on
"['give', 'in']",H/HL/HLE.xml,2256,false,1.0,"['Syria', 'was', 'asked', 'to', 'consider', 'what', 'it', 'would', 'give', 'in', 'return', 'for', 'Israeli', 'withdrawal', 'from', 'the', 'Golan', 'Heights', '.']","[8, 9]","['give', 'in']",Syria was asked to consider what it would give in return for Israeli withdrawal from the Golan Heights .,give in
"['take', 'on']",C/C9/C9J.xml,1022,true,1.0,"['I', 'may', 'have', 'the', 'idea', 'that', 'makes', 'me', 'start', 'putting', 'the', 'brush', 'strokes', 'down', ',', 'but', 'at', 'some', 'point', 'the', 'canvas', 'will', 'take', 'on', 'a', 'life', 'of', 'its', 'own', 'and', 'lead', 'me', 'off', 'in', 'a', 'direction', 'I', 'never', 'expected', 'to', 'go', '.']","[22, 23]","['take', 'on']","I may have the idea that makes me start putting the brush strokes down , but at some point the canvas will take on a life of its own and lead me off in a direction I never expected to go .",take on
"['get', 'out']",K/K5/K54.xml,6242,true,0.8955,"['Rehabilitation', 'officer', 'Margaret', 'Harding', ',', ',', 'was', 'not', 'meant', 'to', 'know', 'that', 'a', 'special', 'presentation', 'had', 'been', 'organised', ',', 'but', 'word', 'soon', 'got', 'out', '.']","[22, 23]","['got', 'out']","Rehabilitation officer Margaret Harding , , was not meant to know that a special presentation had been organised , but word soon got out .",got out
"['give', 'in']",F/FP/FPY.xml,65,false,0.7269,"['In', 'England', 'more', 'than', 'million', 'of', 'annual', 'funding', 'for', 'choristers', 'comes', 'from', 'cathedrals', 'or', 'other', 'bodies', ',', 'given', 'in', 'the', 'form', 'of', 'scholarships', 'awarded', 'to', 'children', 'at', 'the', 'age', 'of', 'seven', 'or', 'eight', '.']","[17, 18]","['given', 'in']","In England more than million of annual funding for choristers comes from cathedrals or other bodies , given in the form of scholarships awarded to children at the age of seven or eight .",given in
"['take', 'on']",C/CL/CL7.xml,1307,false,0.6456,"['Your', 'correspondent', ""'s"", 'criticisms', 'have', 'been', 'taken', 'on', 'board', 'and', 'I', 'assure', 'you', 'we', 'shall', 'do', 'our', 'best', 'to', 'iron', 'out', 'the', 'problems', 'raised', '.']","[6, 7]","['taken', 'on']",Your correspondent 's criticisms have been taken on board and I assure you we shall do our best to iron out the problems raised .,taken on
"['get', 'off']",A/AB/AB5.xml,1357,true,1.0,"['I', 'told', 'David', 'that', 'he', 'had', 'to', 'get', 'off', 'and', 'at', 'least', 'stand', 'on', 'the', 'platform', 'because', 'it', 'was', 'the', 'city', 'where', 'the', 'Czar', 'was', 'murdered', '.']","[7, 8]","['get', 'off']",I told David that he had to get off and at least stand on the platform because it was the city where the Czar was murdered .,get off
"['take', 'on']",H/HY/HYA.xml,668,true,1.0,"['Negotiations', 'with', 'a', 'difficult', 'character', 'e.g.', 'the', 'Pied', 'Piper', 'holding', 'the', 'town', ""'s"", 'children', 'in', 'the', 'mountain', 'caverns', 'are', 'better', 'conducted', 'with', 'the', 'teacher', 'taking', 'on', 'the', 'problematic', 'role', 'because', 'the', 'teacher', 'can', 'judge', 'just', 'how', 'difficult', 'to', 'make', 'the', 'task', ',', 'and', 'can', 'allow', 'the', 'children', 'success', 'when', 'they', 'need', 'it', '.']","[24, 25]","['taking', 'on']","Negotiations with a difficult character e.g. the Pied Piper holding the town 's children in the mountain caverns are better conducted with the teacher taking on the problematic role because the teacher can judge just how difficult to make the task , and can allow the children success when they need it .",taking on
"['get', 'off']",K/KS/KSV.xml,4362,true,0.6466,"['She', 'likes', 'being', 'at', 'parties', 'and', 'getting', 'off', 'her', 'face', '!']","[6, 7]","['getting', 'off']",She likes being at parties and getting off her face !,getting off
